peak,gene_symbol,ENSEMBL_ID,score,chromosome,strand,start,end
X31481,PTBP1,ENSG00000011304,7248.44312572479,chr19,+,796600,820999
X31610,NMRK2,ENSG00000077009,7226.91329097748,chr19,+,3950600,3973199
X9576,HNRNPDL,ENSG00000152795,7171.62278604507,chr4,-,82424800,82431399
X2122,SEMA4A,ENSG00000196189,7170.00686740875,chr1,+,156133400,156147199
X27224,NA,ENSG00000240163,7169.91792392731,chr15,+,60381800,60385399
X23,MIR6726,ENSG00000278073,7155.86155319214,chr1,-,1290400,1340799
X31506,RPS15,ENSG00000115268,7077.73787879944,chr19,+,1436800,1486199
X32553,ZNF114,ENSG00000178150,7070.20720052719,chr19,+,48180600,48197799
X19833,NA,LRG_379,7065.78118848801,chr10,-,90904200,90922599
X12037,NA,ENSG00000213386,7058.01814699173,chr5,-,172766000,172773599
X21610,NA,ENSG00000260233,7041.95441102982,chr11,-,65570200,65603399
X17234,PLEC,ENSG00000178209,7035.63760042191,chr8,-,143982400,143999399
X29363,P3H4,ENSG00000141696,7016.01522397995,chr17,-,41806600,41829199
X29470,LSM12,ENSG00000161654,7001.82816123962,chr17,-,44068800,44123999
X31896,RN7SL619P,ENSG00000266770,6989.20043611526,chr19,-,13822400,13852799
X14622,PPIA,ENSG00000196262,6936.43906497955,chr7,+,44820400,44836399
X34174,NA,ENSG00000277248,6899.77150440216,chr22,-,10716400,10731399
X6221,MIR5702,ENSG00000263363,6882.36889314651,chr2,-,226643000,226651799
X32466,NA,ENSG00000259605,6870.44770145416,chr19,+,45756400,45794199
X9375,DANCR,ENSG00000226950,6840.38511896133,chr4,+,52711400,52718599
X1035,NA,ENSG00000281825,6831.13531398773,chr1,-,45612400,45632199
X34335,PPM1F,ENSG00000100034,6827.17669439316,chr22,-,21958400,21977799
X23677,LOC105369760,ENSG00000258017,6817.03749847412,chr12,+,49124600,49131999
X11753,LOC105378231,ENSG00000260581,6806.5611448288,chr5,+,151658200,151687999
X30006,PSMC5,ENSG00000087191,6806.52451610565,chr17,+,63811000,63844799
X16783,NA,ENSG00000276443,6795.26964569092,chr8,+,127805800,127861799
X23532,AK6P1,ENSG00000256614,6792.23926401138,chr12,+,34289400,34351399
X7266,NA,ENSG00000230454,6785.6943693161,chr3,+,50251400,50282599
X29274,LASP1,ENSG00000002834,6785.64001560211,chr17,+,38877600,38927999
X34239,GNB1L,ENSG00000185838,6738.54367685318,chr22,-,19868000,19899599
X31292,PMAIP1,ENSG00000141682,6737.87653207779,chr18,+,59894400,59906399
X22832,ANO2,ENSG00000047617,6721.45444059372,chr12,-,5766400,5809599
X2367,NA,ENSG00000224000,6720.13792657852,chr1,+,172907600,172921999
X3867,NA,ENSG00000273090,6718.3897562027,chr2,-,36528600,36557799
X24427,NA,ENSG00000272849,6713.59948921204,chr12,+,121773800,121784999
X33726,LAMA5,ENSG00000130702,6692.43892097473,chr20,-,62360600,62397799
X7198,CELSR3,ENSG00000008300,6678.18528652191,chr3,-,48654600,48668799
X25227,NA,ENSG00000259529,6662.51028871536,chr14,+,24152200,24216999
X12603,BICRAL,ENSG00000112624,6636.54533433914,chr6,+,42781200,42791799
X32760,UBE2S,ENSG00000108106,6621.53728199005,chr19,-,55397600,55410199
X32731,NA,ENSG00000232324,6613.70524215698,chr19,+,53863200,53883999
X20113,OLMALINC,ENSG00000235823,6612.56971645355,chr10,+,100371200,100383199
X31617,NA,ENSG00000268670,6606.46352005005,chr19,-,4036800,4067199
X970,PTPRF,ENSG00000142949,6567.13521432877,chr1,+,43560600,43638399
X11125,NA,ENSG00000224032,6566.39193058014,chr5,+,112159000,112166799
X24428,NA,ENSG00000272849,6562.10881757736,chr12,+,121785800,121831199
X27417,NA,ENSG00000261351,6559.56714868546,chr15,-,66484600,66509399
X18401,NA,ENSG00000280474,6554.47809696198,chr9,+,128609200,128645399
X7566,NA,ENSG00000243635,6548.4862909317,chr3,+,104438200,104450799
X21796,PDE2A,ENSG00000186642,6543.1279501915,chr11,-,72665000,72689199
X21657,RCE1,ENSG00000173653,6500.70672178268,chr11,+,66833800,66866799
X14704,HUS1,ENSG00000136273,6459.20472621918,chr7,-,47983800,47992399
X17194,NA,ENSG00000253806,6432.26736736298,chr8,-,142731400,142743399
X20904,NA,ENSG00000254900,6428.2414355278,chr11,+,8678000,8739999
X28191,KIF22,ENSG00000079616,6414.87668228149,chr16,+,29796800,29818199
X34841,MFNG,ENSG00000100060,6406.83923530579,chr22,-,37480800,37514799
X27887,MIR6767,ENSG00000283180,6391.89220428467,chr16,+,2443400,2487399
X35211,MAPK12,ENSG00000188130,6338.15561628342,chr22,-,50265600,50312399
X10171,TRIO,ENSG00000038382,6318.11974525452,chr5,+,14141000,14162399
X34783,HMGXB4,ENSG00000100281,6304.79841899872,chr22,+,35257200,35260199
X33423,MATN4,ENSG00000124159,6297.01065444946,chr20,-,45323600,45349599
X2077,MUC1,ENSG00000185499,6288.57405900955,chr1,-,155192000,155212999
X917,EDN2,ENSG00000127129,6237.53702878952,chr1,-,41477000,41538999
X22747,RPS15P7,ENSG00000213970,6206.6425614357,chr12,-,4346800,4357799
X29416,RPL27,ENSG00000131469,6197.60986423492,chr17,+,42999400,43007799
X15747,NA,ENSG00000254362,6196.08621835709,chr8,+,26447000,26455799
X30463,CBX2,ENSG00000173894,6190.87969350815,chr17,+,79776200,79791199
X17704,CREB3,ENSG00000107175,6152.44893312454,chr9,+,35723400,35745599
X26818,AHNAK2,ENSG00000185567,6115.0924911499,chr14,-,104965400,104982999
X13652,MIR4655,ENSG00000265089,6113.96966552734,chr7,-,1905600,1959999
X32495,PRKD2,ENSG00000105287,6098.97231912613,chr19,-,46714800,46759399
X14254,CREB5,ENSG00000146592,6073.60952425003,chr7,+,28403200,28416999
X29579,HOXB8,ENSG00000120068,6068.26782226562,chr17,-,48616200,48629799
X22296,NNMT,ENSG00000166741,6064.31554365158,chr11,+,114307000,114317799
X21369,SLC39A13,ENSG00000165915,6050.52098417282,chr11,+,47406600,47426399
X14904,DNAJC30,ENSG00000176410,6041.51130867004,chr7,-,73691800,73720199
X31547,NA,ENSG00000267122,6021.44726705551,chr19,-,2214000,2238599
X22703,NA,ENSG00000236908,6015.88223075867,chr12,+,3290800,3355799
X14619,ZMIZ2,ENSG00000122515,5986.38922977448,chr7,+,44747200,44772399
X23912,AGAP2,ENSG00000135439,5954.2790145874,chr12,-,57745200,57773999
X22988,STYK1,ENSG00000060140,5952.75589752197,chr12,-,10694800,10710599
X18871,VIM,ENSG00000026025,5920.43879318237,chr10,+,17226000,17231799
X34985,CSDC2,ENSG00000172346,5897.74782705307,chr22,+,41568400,41586399
X27295,NA,ENSG00000259498,5885.44786405563,chr15,-,63051800,63069999
X7283,MANF,ENSG00000145050,5875.552754879,chr3,+,51376200,51405199
X23786,KRT18,ENSG00000111057,5847.89948415756,chr12,+,52941200,52956799
X26817,PLD4,ENSG00000166428,5835.36878108978,chr14,+,104922800,104957799
X35709,PLXNB3,ENSG00000198753,5820.54130411148,chrX,+,153762800,153809199
X35002,MIR33A,ENSG00000207932,5797.26862287521,chr22,+,41891200,41944599
X24505,MIR6880,ENSG00000275967,5788.15981531143,chr12,-,124359400,124408599
X20110,BLOC1S2,ENSG00000196072,5783.03269863129,chr10,-,100277600,100292199
X34270,NA,ENSG00000236003,5740.82607984543,chr22,-,20513800,20539999
X6993,CSRNP1,ENSG00000144655,5716.10339450836,chr3,-,39133600,39154999
X32351,GSK3A,ENSG00000105723,5711.10166931152,chr19,-,42241800,42256199
X23836,NA,ENSG00000258311,5704.93401861191,chr12,+,55714800,55758999
X28719,CRK,ENSG00000167193,5696.90599489212,chr17,-,1453400,1507599
X9347,NA,ENSG00000225455,5638.02510404587,chr4,-,49107400,49121199
X11728,NDST1-AS1,ENSG00000254333,5631.33964347839,chr5,-,150534200,150564799
X30741,MYL12-AS1,ENSG00000264235,5578.40043115616,chr18,-,3255200,3274799
X6089,RPL37A,ENSG00000197756,5574.75892496109,chr2,+,216497600,216508399
X13577,PRKAR1B,ENSG00000188191,5569.2651991844205,chr7,-,764000,781999
X14539,GLI3,ENSG00000106571,5549.86682367325,chr7,-,42224600,42240399
X27443,NA,ENSG00000259202,5543.41128826141,chr15,-,67162800,67203399
X1052,NA,ENSG00000226957,5518.377576828,chr1,+,46017800,46045599
X1541,RN7SL440P,ENSG00000264963,5515.07520771027,chr1,+,94172600,94179999
X30312,CASKIN2,ENSG00000177303,5514.25221014023,chr17,-,75484800,75511599
X11992,MIR3912,ENSG00000264249,5463.30101442337,chr5,-,171386800,171393399
X4674,MAT2A,ENSG00000168906,5446.68136644363,chr2,+,85535400,85553999
X7236,AMIGO3,ENSG00000176020,5445.5988817215,chr3,-,49709800,49727799
X21606,MALAT1,ENSG00000251562,5444.62214374542,chr11,+,65497000,65509199
X31739,NA,ENSG00000214248,5444.2180781364405,chr19,-,7899800,7938199
X18658,CCDC183,ENSG00000213213,5440.7767496109,chr9,+,136794200,136808799
X34560,NA,ENSG00000227880,5432.28389835358,chr22,-,27450000,27465999
X15221,MEPCE,ENSG00000146834,5404.51973581314,chr7,+,100425200,100437599
X29030,NA,ENSG00000260157,5388.42115259171,chr17,+,21611000,21614199
X35231,NCAPH2,ENSG00000025770,5387.53253984451,chr22,+,50514800,50533799
X34471,NA,ENSG00000278960,5338.74625062943,chr22,-,25789800,25854199
X12402,HMGA1,ENSG00000137309,5295.74406337738,chr6,+,34231200,34251199
X4594,MTHFD2,ENSG00000065911,5295.65169477463,chr2,+,74218400,74232799
X2425,NA,ENSG00000234041,5293.35389947891,chr1,+,179129800,179142399
X4089,NA,ENSG00000233845,5289.315554142,chr2,-,47022600,47086599
X3371,MIR4261,ENSG00000265418,5285.59837532043,chr2,-,10209400,10226599
X35257,NA,NA,5285.47109174728,chrUn_GL000216v2,NA,48400,83599
X22869,PTMS,ENSG00000159335,5279.13291406631,chr12,+,6759800,6784799
X30279,TMEM104,ENSG00000109066,5278.50433540344,chr17,+,74815400,74873599
X31513,NA,ENSG00000279009,5264.40090990067,chr19,+,1574600,1605399
X32012,IQCN,ENSG00000130518,5252.75805139542,chr19,-,18277400,18294599
X35385,RBM3,ENSG00000102317,5249.6483039856,chrX,+,48570400,48580399
X17815,NA,ENSG00000225411,5244.09118652344,chr9,-,63815400,63818599
X13699,GNA12,ENSG00000146535,5208.09405899048,chr7,-,2862200,2899199
X26392,PNMA1,ENSG00000176903,5196.18141222,chr14,-,73716400,73735599
X7033,ZBTB47,ENSG00000114853,5179.45363330841,chr3,+,42637200,42673799
X14451,ANLN,ENSG00000011426,5163.41526603699,chr7,+,36388800,36409199
X3470,DDX1,ENSG00000079785,5145.51394891739,chr2,+,15609400,15610999
X1550,NA,ENSG00000236098,5136.49972200394,chr1,-,94318000,94325399
X21506,NA,ENSG00000250659,5112.70622396469,chr11,+,62511000,62563599
X15207,COPS6,ENSG00000168090,5111.2186589241,chr7,+,100087200,100103399
X3565,SF3B6,ENSG00000115128,5100.72482395172,chr2,-,24073000,24088999
X23481,NA,ENSG00000256843,5092.87648057938,chr12,-,31748400,31757399
X30431,NA,ENSG00000200063,5090.15140390396,chr17,+,78392000,78442799
X13157,HIVEP2,ENSG00000010818,5086.48975467682,chr6,-,142943600,142948599
X21589,NA,ENSG00000254501,5065.62657022476,chr11,-,65104200,65122599
X32266,ECH1,ENSG00000104823,5061.33128643036,chr19,-,38828800,38852799
X21672,NA,ENSG00000274251,5046.18292570114,chr11,+,67345400,67381399
X6350,NA,ENSG00000201013,5042.53361225128,chr2,-,233434600,233487399
X26051,VTI1B,ENSG00000100568,5023.45882511139,chr14,-,67668600,67696799
X34936,NA,ENSG00000229999,5015.64387607574,chr22,-,40395800,40431199
X32776,LINC01864,ENSG00000267522,5005.9668712616,chr19,+,56078000,56122199
X30587,SIRT7,ENSG00000187531,4995.54159021378,chr17,-,81916600,81937799
X15335,LINC02577,ENSG00000228742,4989.2715139389,chr7,+,106775600,106782799
X12386,ZKSCAN3,ENSG00000189298,4895.03150749207,chr6,+,28345400,28358599
X35354,MIR222,ENSG00000207725,4890.23268699646,chrX,-,45749000,45763799
X32409,MIR4531,ENSG00000283673,4880.29964113235,chr19,-,44655600,44667599
X34060,NA,ENSG00000225218,4872.8515048027,chr21,-,42827000,42847199
X21498,FADS1,ENSG00000149485,4869.17737483978,chr11,-,61844200,61881199
X30591,ASPSCR1,ENSG00000169696,4852.32867145538,chr17,+,81999600,82038399
X21001,NA,ENSG00000254680,4840.843937397,chr11,-,12265600,12295199
X15297,NA,ENSG00000228393,4817.66620969772,chr7,-,105011600,105015599
X23098,GSG1,ENSG00000111305,4767.65363836288,chr12,-,13097800,13103999
X30992,RNU6-408P,ENSG00000251719,4762.94387865067,chr18,+,29152800,29157999
X5361,NBEAP2,ENSG00000197927,4752.63679170609,chr2,+,131687600,131693599
X975,ST3GAL3,ENSG00000126091,4725.5837097168,chr1,+,43701800,43716199
X14518,INHBA-AS1,ENSG00000224116,4697.80156326294,chr7,+,41685200,41703599
X28973,LLGL1,ENSG00000131899,4685.01276350021,chr17,+,18229400,18280199
X17211,ZNF696,ENSG00000185730,4662.9097328186,chr8,+,143288200,143307199
X26431,NPC2,ENSG00000119655,4645.69620847702,chr14,-,74498400,74552999
X6145,SPEG,ENSG00000072195,4624.65678358078,chr2,+,219441000,219491199
X25473,FRMD6-AS1,ENSG00000273888,4607.71885967255,chr14,-,51649000,51654199
X34891,NA,ENSG00000244491,4606.45170497894,chr22,+,38729800,38752599
X31889,NA,ENSG00000267512,4601.83168697357,chr19,-,13136400,13157999
X27365,NA,ENSG00000275332,4589.04343605042,chr15,-,64947000,64957999
X3554,NA,ENSG00000279526,4582.16158866882,chr2,-,23640400,23711199
X24464,HIP1R,ENSG00000130787,4572.93774080276,chr12,+,122838000,122880199
X6518,NA,ENSG00000224232,4565.7904381752,chr2,+,241480400,241487399
X2912,CAPN2,ENSG00000162909,4557.08232927322,chr1,+,223701000,223741199
X12775,NA,ENSG00000220666,4545.03198862076,chr6,-,56616400,56621799
X10262,PURPL,ENSG00000250337,4544.51964759827,chr5,+,27475400,27480199
X25466,RNU6-1291P,ENSG00000252400,4540.11339998245,chr14,+,51550000,51570999
X23404,PTHLH,ENSG00000087494,4536.21323490143,chr12,-,27968600,27972199
X32445,POLR1G,ENSG00000117877,4532.00756168365,chr19,+,45402800,45429199
X28737,NA,ENSG00000274758,4511.2762055397,chr17,-,2357000,2402599
X9153,LINC02616,ENSG00000261761,4444.53661155701,chr4,+,37001800,37013599
X28962,MIR6777,ENSG00000274111,4439.72639894485,chr17,-,17804600,17832599
X21819,RELT,ENSG00000054967,4420.53664541245,chr11,+,73381800,73414199
X21332,DGKZ,ENSG00000149091,4405.71607494354,chr11,+,46353600,46418999
X21572,PYGM,ENSG00000068976,4396.45588493347,chr11,-,64755600,64773599
X2714,NUCKS1,ENSG00000069275,4380.21596097946,chr1,-,205748400,205750999
X30586,NA,ENSG00000263731,4373.51549816132,chr17,-,81881000,81913599
X2141,NA,ENSG00000223356,4370.36810970306,chr1,-,156718800,156751999
X20194,SFXN2,ENSG00000156398,4367.21781682968,chr10,+,102724600,102744999
X8372,NA,ENSG00000241211,4366.86201143265,chr3,-,159760000,159769399
X29096,ALDOC,ENSG00000109107,4357.64487218857,chr17,-,28575800,28589799
X19644,COMTD1,ENSG00000165644,4341.96407985687,chr10,-,75223400,75237599
X2608,MIR6739,ENSG00000277681,4332.97766065598,chr1,+,201871400,201886999
X2580,NA,ENSG00000224818,4329.38500595093,chr1,-,201456600,201471199
X12361,H4C9,ENSG00000276180,4315.7538690567,chr6,+,27141400,27147799
X5860,RNU6-915P,ENSG00000201813,4314.7641043663,chr2,-,195653400,195658599
X30264,RPL38,ENSG00000172809,4312.72352933884,chr17,+,74207400,74216399
X30298,MRPS7,ENSG00000125445,4306.96763324738,chr17,+,75258200,75282399
X25545,RNU6ATAC9P,ENSG00000252019,4305.51396179199,chr14,+,54763600,54802599
X28241,FUS,ENSG00000089280,4294.2055106163,chr16,+,31181000,31209799
X28241,NA,LRG_655,4294.2055106163,chr16,+,31181000,31209799
X31618,ZBTB7A,ENSG00000178951,4286.17419242859,chr19,-,4085600,4124999
X29626,SAMD14,ENSG00000167100,4285.63857984543,chr17,-,50132200,50152999
X17768,GRHPR,ENSG00000137106,4274.77472019196,chr9,+,37420000,37460999
X35210,TUBGCP6,ENSG00000128159,4273.84523248672,chr22,-,50242400,50264799
X4783,NCAPH,ENSG00000121152,4268.66789150238,chr2,+,96359000,96379199
X29901,TBX2-AS1,ENSG00000267280,4262.09170913696,chr17,-,61409200,61422999
X30379,MGAT5B,ENSG00000167889,4260.7762336731,chr17,+,76860200,76895399
X10916,NA,ENSG00000251374,4256.08331680298,chr5,-,82271200,82282199
X27821,NA,ENSG00000262528,4251.54688930511,chr16,-,659000,711399
X6591,SETD5,ENSG00000168137,4227.20918655396,chr3,+,9382000,9403799
X15445,FLNC,ENSG00000128591,4222.57920598984,chr7,+,128828200,128857399
X517,STMN1,ENSG00000117632,4218.38869667053,chr1,-,25905000,25911399
X18408,RN7SL560P,ENSG00000264438,4207.23234176636,chr9,+,128712200,128733799
X32352,CIC,ENSG00000079432,4198.03715276718,chr19,+,42267600,42302799
X10732,ERBIN,ENSG00000112851,4184.13813352585,chr5,+,65941200,65942799
X17107,CHRAC1,ENSG00000104472,4178.30168533325,chr8,+,140527000,140580399
X29305,MIR4728,ENSG00000265178,4172.93151855469,chr17,+,39719400,39733999
X4473,RN7SL470P,ENSG00000263669,4168.59737491608,chr2,-,70079200,70092399
X31609,ATCAY,ENSG00000167654,4163.41615009308,chr19,+,3899600,3915199
X3659,AGBL5-AS1,ENSG00000231636,4162.97722434998,chr2,-,27048200,27072999
X32467,RSPH6A,ENSG00000104941,4145.51951789856,chr19,-,45809800,45832599
X13094,RPS12,ENSG00000112306,4141.48268556595,chr6,+,132813400,132822999
X33901,NA,ENSG00000248476,4130.77449035645,chr21,+,29346000,29350999
X28656,PIEZO1,ENSG00000103335,4095.2271437645,chr16,-,88793800,88843199
X33742,NA,ENSG00000236527,4080.75355529785,chr20,-,62896000,62948799
X25211,PABPN1,ENSG00000100836,4073.58273792267,chr14,+,23318800,23327199
X31594,SMIM24,ENSG00000095932,4072.86633253098,chr19,-,3432200,3476799
X21551,OTUB1,ENSG00000167770,4056.08273601532,chr11,+,63981000,64023799
X17436,MIR3152,ENSG00000264638,4054.82097959518,chr9,+,18478600,18491399
X20029,ZDHHC16,ENSG00000171307,4053.66533613205,chr10,+,97446800,97475199
X26821,NA,ENSG00000257556,4048.51046943665,chr14,+,105082600,105096799
X34508,NA,ENSG00000213707,4021.71393251419,chr22,+,26559600,26593799
X966,SZT2,ENSG00000198198,4017.21418046951,chr1,+,43412600,43455199
X34709,RPS18P14,ENSG00000214093,4008.57534313202,chr22,+,31602600,31636599
X34503,HPS4,ENSG00000100099,4000.56494903564,chr22,-,26460600,26476599
X34380,NA,ENSG00000232545,3994.31379079819,chr22,+,24137200,24193399
X3146,NA,ENSG00000212144,3993.98564434052,chr1,+,234597600,234613199
X31627,NA,ENSG00000267938,3990.58690977097,chr19,-,4347600,4378399
X23622,NA,ENSG00000258096,3989.63486099243,chr12,+,46371000,46374799
X27294,TPM1,ENSG00000140416,3985.68142223358,chr15,+,63040000,63050999
X31559,TIMM13,ENSG00000099800,3981.43457460403,chr19,-,2433600,2482799
X15241,TRIM56,ENSG00000169871,3980.05324268341,chr7,+,101104400,101140799
X34225,MRPL40,ENSG00000185608,3964.45781373978,chr22,+,19419200,19461799
X34504,HPS4,ENSG00000100099,3959.03949832916,chr22,-,26477400,26534599
X29404,WNK4,ENSG00000126562,3957.77417135239,chr17,+,42777600,42810399
X23692,KCNH3,ENSG00000135519,3950.98346281052,chr12,+,49544600,49570799
X32275,NA,ENSG00000269172,3945.00838661194,chr19,-,39149200,39200199
X35612,BTK,ENSG00000010671,3942.93300676346,chrX,-,101390000,101397599
X3748,CLIP4,ENSG00000115295,3942.36255168915,chr2,+,29114000,29117999
X30557,MIR657,ENSG00000207736,3928.88692855835,chr17,-,81083400,81121599
X30600,SLC16A3,ENSG00000141526,3920.70229482651,chr17,+,82224800,82253799
X11920,NA,ENSG00000253947,3917.49183559418,chr5,-,167976000,167982799
X18368,NA,ENSG00000230536,3912.68756008148,chr9,-,128088200,128129599
X22590,LINC00942,ENSG00000249628,3906.70623588562,chr12,-,1486200,1520399
X11727,NDST1,ENSG00000070614,3897.33426094055,chr5,+,150468600,150528599
X18558,STKLD1,ENSG00000198870,3877.30737304688,chr9,+,133394600,133416399
X26837,NA,ENSG00000257270,3859.55053758621,chr14,-,105469400,105505799
X30393,NA,ENSG00000262870,3849.23446273804,chr17,-,77206200,77220799
X20138,DPCD,ENSG00000166171,3838.42953824997,chr10,+,101567200,101588599
X1259,LEPROT,ENSG00000213625,3828.13094234467,chr1,+,65419600,65433799
X27817,NA,ENSG00000282907,3823.60948896408,chr16,+,572800,592399
X15211,LAMTOR4,ENSG00000188186,3820.09306764603,chr7,+,100152000,100161999
X27225,NA,ENSG00000240163,3818.98893547058,chr15,+,60386600,60391999
X24372,NA,ENSG00000255857,3797.70351839066,chr12,+,120209000,120245599
X31548,PLEKHJ1,ENSG00000104886,3797.4892206192,chr19,-,2239600,2259599
X2424,TOR3A,ENSG00000186283,3796.65245771408,chr1,+,179099200,179112999
X35296,TMSB4X,ENSG00000205542,3789.24083709717,chrX,+,12974000,12978599
X6418,NA,ENSG00000232328,3780.84020519257,chr2,+,236766400,236775599
X29053,VN1R71P,ENSG00000264837,3772.0383477211,chr17,+,27060800,27080199
X34440,NA,ENSG00000231466,3771.2345995903,chr22,-,25352800,25394599
X3521,RHOB,ENSG00000143878,3761.39035081863,chr2,+,20446200,20449999
X34404,GUCD1,ENSG00000138867,3758.18781471252,chr22,-,24568800,24600999
X32750,NA,ENSG00000267649,3755.26863384247,chr19,+,55216000,55249999
X29104,NA,ENSG00000265073,3747.75190591812,chr17,-,28737400,28761999
X25764,FLJ22447,ENSG00000232774,3732.14667224884,chr14,+,61566200,61578399
X18257,PSMD5,ENSG00000095261,3712.6854634285,chr9,-,120846200,120883999
X21777,INPPL1,ENSG00000165458,3706.93831586838,chr11,+,72221000,72240799
X13898,RNF216-IT1,ENSG00000237738,3701.21495342255,chr7,-,5688600,5717199
X28987,NA,ENSG00000263045,3699.30823850632,chr17,-,18976400,19006199
X10515,EMB,ENSG00000170571,3686.45015907288,chr5,-,49656200,49661999
X9348,NA,ENSG00000249828,3686.36230945587,chr4,-,49144600,49156799
X11740,NA,ENSG00000279109,3685.29746055603,chr5,-,151017000,151078799
X26131,NA,LRG_886,3683.45173883438,chr14,-,68961200,68985399
X19575,PPP3CB-AS1,ENSG00000221817,3682.87002754211,chr10,+,73494600,73508399
X2078,FDPS,ENSG00000160752,3680.87244796753,chr1,+,155306000,155335199
